DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2013,106.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2014,96.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2015,85.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2016,95.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2017,100.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2018,100.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2019,95.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2020,92.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,NO,2021,96.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2000,96.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2001,97.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2002,96.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2003,98.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2004,98.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2006,105.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2007,104.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2008,105.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2009,101.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2010,109.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2011,109.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2012,105.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2013,106.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2014,101.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2015,102.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2016,107.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2017,112.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2018,118.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2019,113.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2020,110.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2021,118.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PL,2022,112.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2000,92.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2001,93.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2002,98.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2003,94.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2004,97.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2006,96.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2007,96.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2008,95.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2009,95.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2010,91.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2011,88.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2012,84.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2013,84.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2014,83.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2015,87.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2016,87.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2017,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2018,91.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2019,88.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2020,78.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2021,78.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,PT,2022,83.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2000,96.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2001,97.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2002,101.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2003,106.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2004,103.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2006,104.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2007,103.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2008,103.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2009,90.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2010,91.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2011,93.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2012,92.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2013,84.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2014,83.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2015,85.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2016,85.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2017,90.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2018,90.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2019,88.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2020,85.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2021,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RO,2022,86.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2000,85.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2001,92.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2002,98.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2003,103.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2004,112.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2006,105.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2007,103.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2008,101.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2009,93.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2010,94.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2011,98.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2012,91.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2013,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2014,82.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2015,90.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2016,93.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2017,95.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2018,94.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2019,94.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2020,97.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,RS,2021,99.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2000,93.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2001,98.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2002,100.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2003,98.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2004,103.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2006,97.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2007,96.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2008,96.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2009,87.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2010,98.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2011,97.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2012,96.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2013,94.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2014,93.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2015,89.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2016,92.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2017,94.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2018,96.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2019,93.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2020,84.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2021,88.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SE,2022,86.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2000,87.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2001,93.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2002,93.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2003,94.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2004,96.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2006,99.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2007,100.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2008,106.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2009,94.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2010,97.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2011,98.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2012,94.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2013,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2014,88.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2015,87.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2016,90.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2017,92.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2018,91.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2019,90.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2020,84.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2021,87.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SI,2022,85.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2000,93.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2001,98.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2002,99.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2003,99.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2004,97.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2006,99.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2007,94.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2008,97.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2009,89.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2010,99.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2011,95.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2012,93.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2013,94.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2014,87.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2015,90.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2016,92.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2017,96.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2018,93.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2019,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2020,87.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2021,94.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,SK,2022,88.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2000,91.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2001,83.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2002,88.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2003,93.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2004,95.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2006,109.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2007,118.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2008,116.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2009,115.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2010,121.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2011,131.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2012,136.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2013,132.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2014,144.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2015,155.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2016,162.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2017,180.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2018,177.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2019,179.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2020,175.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,TR,2021,193.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2000,99.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2001,100.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2002,98.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2003,100.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2004,99.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2006,98.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2007,96.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2008,94.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2009,87.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2010,91.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2011,85.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2012,87.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2013,85.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2014,80.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2015,81.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2016,80.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2017,79.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2018,79.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,UK,2019,78.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2000,79.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2001,97.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2002,97.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2003,102.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2004,103.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2005,100.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2006,101.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2007,105.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2008,113.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2009,126.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2010,129.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2011,128.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2012,120.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2013,116.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2014,112.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2015,127.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2016,137.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2017,130.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2018,130.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2019,134.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2020,134.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,I05,XK,2021,145.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2000,1.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2001,1.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2002,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2003,2.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2004,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2005,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2006,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2007,1.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2008,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2009,2.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2010,2.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2011,2.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2012,2.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2013,2.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2014,2.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2015,2.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2016,2.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2017,2.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2018,2.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2019,2.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2020,2.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AL,2021,2.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2000,27.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2001,29.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2002,29.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2003,30.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2004,31.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2005,32.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2006,32.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2007,32.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2008,32.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2009,30.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2010,32.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2011,32.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2012,31.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2013,32.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2014,30.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2015,31.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2016,32.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2017,32.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2018,31.8,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2019,32.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2020,29.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2021,31.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,AT,2022,30.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2014,5.9,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2015,6.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2016,6.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2017,6.7,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2018,7.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2019,7.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2020,7.0,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BA,2021,7.3,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2000,52.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2001,52.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2002,50.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2003,52.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2004,52.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2005,51.6,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2006,51.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2007,50.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2008,51.2,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2009,50.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2010,53.4,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2011,49.5,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2012,47.1,
ESTAT:SDG_07_10(1.0),21/05/24 11:00:00,A,MTOE,BE,2013,48.6,
